Brokertitle,Type,Price,Beds,Bath,Propertysqft,City,Address,Borough,Latitude,Longitude,Zip_code
Sotheby's International Realty,Pending,399000,2,1,2184,New York,"301 E 63rd St Apt 4BNew York, NY 10065",MANHATTAN,40.7631466,-73.9622114,10065
COMPASS,Co-op,1950000,2,2,2184,Manhattan,"56 Jane St Unit 4EFManhattan, NY 10014",MANHATTAN,40.7380264,-74.0053843,10014
Macaluso Realty,Co-op,240000,2,1,2184,Woodhaven,"83-85 Woodhaven Blvd Unit 2SWoodhaven, NY 11421",QUEENS,40.6987743,-73.8529203,11421
Century Homes Realty Group LLC,Condo,628000,3,2,900,Elmhurst,"82-25 Queens Blvd Unit 3DElmhurst, NY 11373",QUEENS,40.7376925,-73.8803546,11373
COMPASS,Co-op,399000,2,1,2184,Jackson Heights,"34-10 94th St Unit 2DJackson Heights, NY 11372",QUEENS,40.7544847,-73.8740993,11372
J Home Realty LLC,House,687000,2,1,2184,Bronx,"57 Shore DrBronx, NY 10465",MANHATTAN,40.8214203,-73.8062717,10465
Re/Max Edge,Townhouse,588000,2,2,2000,Staten Island,"19 Teri CtStaten Island, NY 10314",MANHATTAN,40.5904561,-74.1521059,10314
Citywide Homes Llc,Multi-family home,825000,5,3,2184,Bronx,"1221 Manor AveBronx, NY 10472",MANHATTAN,40.8296973,-73.8768124,10472
Macaluso Realty,Co-op,240000,2,1,2184,Woodhaven,"83-85 Woodhaven Blvd Unit 2SWoodhaven, NY 11421",QUEENS,40.6987743,-73.8529203,11421
Han Tang Realty Inc.,Condo,285000,2,1,835,Bronx,"1527 Metropolitan Ave Apt 4GBronx, NY 10462",BRONX,40.8396194,-73.8587548,10462
COMPASS,Condo,595000,3,1,915,Brooklyn,"609 Myrtle Ave Unit CF1Brooklyn, NY 11205",BROOKLYN,40.6944083,-73.9595899,11205
Continental Real Estate Group,Condo,899000,2,2,1697,Staten Island,"90 Bay Street Lndg Apt 5IStaten Island, NY 10301",STATEN_ISLAND,40.6403656,-74.0737574,10301
Sotheby's International Realty,Townhouse,2995000,5,2,4900,New York,"234 W 138th StNew York, NY 10030",MANHATTAN,40.8178071,-73.9440991,10030
E Realty International Corp,House,1180000,4,3,2184,Fresh Meadows,"73-27 193rd StFresh Meadows, NY 11366",MANHATTAN,40.7335974,-73.7788656,11366
Century 21 Zaloom Realty,Contingent,799900,4,4,1816,Staten Island,"71 Dewey AveStaten Island, NY 10308",MANHATTAN,40.5570416,-74.1462231,10308
"Virginia Rallis, Realty LLC",Co-op,130000,1,1,2184,Bronx,"5 Fordham Hill Oval Apt 11HBronx, NY 10468",BRONX,40.8653458,-73.9073691,10468
Astor Brokerage Ltd,House,849999,3,2,2184,Flushing,"147-20 76th RdFlushing, NY 11367",MANHATTAN,40.7226341,-73.8165656,11367
Compass,Co-op,185000,1,1,850,Bronx,"3123 Bailey Ave Unit ABronx, NY 10463",MANHATTAN,40.8789917,-73.9020914,10463
NoBroker,House,1275000,4,2,2184,Floral Park,"87-66 257th StFloral Park, NY 11001",MANHATTAN,40.7289806,-73.7083891,11001
"Robert Defalco Realty, Inc.",Multi-family home,2798000,5,3,3400,Brooklyn,"1603 11th AveBrooklyn, NY 11215",MANHATTAN,40.657854,-73.975525,11215
Getmore Realty Inc,Co-op,359000,2,1,950,Flushing,"141-09 28 Ave Unit 1DFlushing, NY 11354",QUEENS,40.7733297,-73.8274665,11354
COMPASS,Pending,435000,1,1,2184,Brooklyn,"155 Hicks St Unit 5ABrooklyn, NY 11201",BROOKLYN,40.6969047,-73.9948252,11201
E Realty International Corp,House,988000,3,1,1296,Flushing,"43-64 Bowne StFlushing, NY 11355",MANHATTAN,40.7540089,-73.8189203,11355
COMPASS,Co-op,800000,1,1,2184,Manhattan,"324 E 41st St Unit 1101CManhattan, NY 10017",MANHATTAN,40.7486602,-73.9720523,10017
Redfin Real Estate,Co-op,400000,2,1,2184,Jackson Heights,"34-49 81st St Unit 5YJackson Heights, NY 11372",QUEENS,40.7536299,-73.88596,11372
Core Realty Family,Multi-family home,965000,5,3,3520,Bronx,"1027 Ward AveBronx, NY 10472",MANHATTAN,40.8247021,-73.8766066,10472
BERGEN BASIN REALTY,Multi-family home,1389000,5,2,2412,Brooklyn,"3824 Quentin RdBrooklyn, NY 11234",MANHATTAN,40.6157428,-73.9345355,11234
Howard Hanna | Rand Realty,Condo,525000,3,2,1185,Bronx,"170 Mermaid Ln Unit 270Bronx, NY 10473",BRONX,40.807969,-73.854213,10473
Astor Brokerage Ltd,House,849999,3,2,2184,Flushing,"147-20 76th RdFlushing, NY 11367",MANHATTAN,40.7226341,-73.8165656,11367
Charles H. Greenthal Property,Pending,289000,1,2,1213,Floral Park,"27110 Grand Central Pkwy Apt 1OFloral Park, NY 11005",QUEENS,40.7564761,-73.7212008,11005
Corcoran East Side,Multi-family home,10000000,7,8,2184,New York,"35 W 11th StNew York, NY 10011",MANHATTAN,40.734814,-73.996305,10011
Keller Williams Realty Greater Nassau,Co-op,279000,2,1,2184,Bayside,"73-22 220th St Unit UpperBayside, NY 11364",MANHATTAN,40.7408626,-73.7553116,11364
Corcoran Park Avenue South,Townhouse,15995000,5,2,2184,New York,"65 Bedford StNew York, NY 10014",MANHATTAN,40.7311289,-74.0048678,10014
RITZ REALTY NY CORP.,Multi-family home,1850000,3,4,2184,Brooklyn,"6704 21st AveBrooklyn, NY 11204",MANHATTAN,40.6140608,-73.9853215,11204
Weichert Realtors The Franzese Group,Multi-family home,2599000,11,6,5088,Astoria,"2061 49th StAstoria, NY 11105",MANHATTAN,40.7709381,-73.8973789,11105
Douglas Elliman,Co-op,250000,1,1,800,Brooklyn,"1250 Ocean Pkwy Apt 3JBrooklyn, NY 11230",BROOKLYN,40.6180698,-73.9699744,11230
Corcoran Park Slope,Co-op,2250000,3,2,2000,Brooklyn,"120 Prospect Park W # 2Brooklyn, NY 11215",MANHATTAN,40.665708,-73.976288,11215
Chase Global Realty Corp,Multi-family home,1800000,9,7,2184,Astoria,"23-16 36th StAstoria, NY 11105",MANHATTAN,40.7723063,-73.9110206,11105
BUZZ REALTY,Co-op,350000,3,2,1100,Brooklyn,"1200 E 53rd St Apt 4XBrooklyn, NY 11234",BROOKLYN,40.6297036,-73.9255951,11234
Continental Real Estate Grp In,House,1649000,4,3,1452,Brooklyn,"927 Hart StBrooklyn, NY 11237",MANHATTAN,40.7039659,-73.9210676,11237
Corcoran Park Slope,Pending,1395000,2,2,1028,Brooklyn,"357 6th Ave Apt 1Brooklyn, NY 11215",BROOKLYN,40.670563,-73.981488,11215
Charles Rutenberg Realty Inc,House,1370000,6,3,2184,Jamaica,"85-65 159th StJamaica, NY 11432",MANHATTAN,40.7102471,-73.8049849,11432
Listed New York Elite Inc,Co-op,360000,2,1,2184,New York,"128 W 138th Unit 1INew York, NY 10030",MANHATTAN,40.8165004,-73.9411037,10030
ANNE,Co-op,1050000,1,1,2184,New York,"1 Fifth Ave Unit 10KNew York, NY 10003",MANHATTAN,40.7316673,-73.996478,10003
COMPASS,Condo,2200000,2,2,1308,Manhattan,"32 E 76th St Apt 805Manhattan, NY 10021",MANHATTAN,40.7740269,-73.9632939,10021
G G Caleca Realty,House,650000,3,2,1218,Staten Island,"23 Jackson StStaten Island, NY 10304",MANHATTAN,40.6306934,-74.0794192,10304
BUY FOR LESS REALTY LLC,House,345000,3,2,2184,Queens,"183-12 Elmira AveQueens, NY 11412",MANHATTAN,40.701334,-73.772164,11412
COMPASS,Townhouse,7850000,5,4,6060,Manhattan,"128 E 19th StManhattan, NY 10003",MANHATTAN,40.7366749,-73.9860561,10003
COMPASS,Multi-family home,4999000,8,5,4120,Manhattan,"458 W 51st StManhattan, NY 10019",MANHATTAN,40.764924,-73.9907911,10019
Corcoran East Side,House,4900000,4,2,3100,New York,"157 E 78th StNew York, NY 10075",MANHATTAN,40.7742274,-73.9588396,10075
Corcoran West Side Gallery,Pending,299000,3,1,2184,New York,"465 W 57th St Apt 3BNew York, NY 10019",MANHATTAN,40.76907,-73.987788,10019
EXIT REALTY FIRST CHOICE,House,1578000,5,3,2152,Fresh Meadows,"67-27 181st StFresh Meadows, NY 11365",MANHATTAN,40.7346802,-73.7905086,11365
Skylight Real Estate Consultan,House,715000,3,2,2184,Saint Albans,"194-11 112th AveSaint Albans, NY 11412",MANHATTAN,40.701497,-73.7613803,11412
COMPASS,Townhouse,600000,3,1,2184,Brooklyn,"40 Somers St Unit 2Brooklyn, NY 11233",BROOKLYN,40.6786381,-73.910662,11233
NextHome Prestige,House,850000,3,2,1090,Staten Island,"101 Dalemere RdStaten Island, NY 10304",MANHATTAN,40.5952951,-74.1039687,10304
Serhant,Condo,1949000,2,2,1288,New York,"277 E 7th St Apt 2New York, NY 10009",MANHATTAN,40.7234874,-73.976864,10009
"NEUHAUS REALTY, INC.",Multi-family home,1599999,5,4,3773,Staten Island,"160 Rathbun Ave Unit AStaten Island, NY 10312",MANHATTAN,40.5461245,-74.1826661,10312
Weichert Realtors Evolution Group,House,640000,3,2,1110,Staten Island,"58 Elmwood AveStaten Island, NY 10308",MANHATTAN,40.542861,-74.154978,10308
"Homes R Us Realty of NY, Inc.",Contingent,799900,3,4,3510,Staten Island,"59 Park PlStaten Island, NY 10301",MANHATTAN,40.641795,-74.090599,10301
COMPASS,Pending,1599000,6,4,3690,Jackson Heights,"33-17 85th StJackson Heights, NY 11372",MANHATTAN,40.7552678,-73.8822127,11372
eXp Realty NYC,Contingent,695000,3,1,650,New York,"217 E 5th St Apt 8New York, NY 10003",MANHATTAN,40.727533,-73.99017,10003
Robert Defalco Realty Inc.,Contingent,740000,3,2,1976,Staten Island,"391 Fingerboard RdStaten Island, NY 10305",MANHATTAN,40.6020874,-74.071448,10305
JABOUR REALTY COMPANY,Co-op,329000,1,1,764,Brooklyn,"9902 3rd Ave Apt 2EBrooklyn, NY 11209",BROOKLYN,40.6141658,-74.0353827,11209
Exp Realty,Multi-family home,750000,4,2,2340,Bronx,"4325 Boyd AveBronx, NY 10466",MANHATTAN,40.8959494,-73.85177,10466
JABOUR REALTY COMPANY,House,1450000,4,4,1746,Brooklyn,"227 90th StBrooklyn, NY 11209",MANHATTAN,40.6212482,-74.0338909,11209
Diamond Real Inc,Condo,1999999,3,3,1800,Brooklyn,"70 Oceana Dr W Ph 1DBrooklyn, NY 11235",BROOKLYN,40.5770098,-73.958346,11235
Better Homes and Gardens Real Estate Safari Realty,House,899888,4,2,2185,Staten Island,"467 Maine AveStaten Island, NY 10314",MANHATTAN,40.6215947,-74.1404429,10314
WRL Realty LLC,Co-op,379000,2,1,900,Flushing,"78-16 Main St Unit 1KFlushing, NY 11367",QUEENS,40.7194655,-73.8183058,11367
"Neuhaus Realty, Inc.",Multi-family home,879000,4,2,1824,Staten Island,"11 Edgewood RdStaten Island, NY 10308",MANHATTAN,40.5452993,-74.1492507,10308
Corcoran East Side,Co-op,1030000,2,2,1077,New York,"217 E 96th St Apt 29CNew York, NY 10128",MANHATTAN,40.7849374,-73.9480901,10128
Redfin Real Estate,Co-op,699999,1,2,2184,New York,"11 W 81st St Unit 1CNew York, NY 10024",MANHATTAN,40.7826608,-73.9723737,10024
EXP Realty,Co-op,388000,2,1,2184,Forest Hills,"67-66 108th St Units B & 65Forest Hills, NY 11375",MANHATTAN,40.7272034,-73.8471901,11375
Brown Harris Stevens,Condo,1750000,1,1,937,Manhattan,"114 E 13th St Apt 3DManhattan, NY 10003",MANHATTAN,40.7330327,-73.9891825,10003
Living NY,Co-op,995000,1,1,2184,Brooklyn,"111 N 9th St Apt 2LBrooklyn, NY 11249",BROOKLYN,40.7201147,-73.9581256,11249
Guru Real Estate Services LLC,House,599999,5,4,2184,Jamaica,"145-37 115th AveJamaica, NY 11436",MANHATTAN,40.6836616,-73.7970345,11436
Brown Harris Stevens,Co-op,300000,1,1,2184,Manhattan,"209 W 118th St Apt 2FManhattan, NY 10026",MANHATTAN,40.8050658,-73.9524985,10026
Winzone Realty Inc,Co-op,389000,1,1,900,Elmhurst,"44-10 Ketcham St Unit 5BElmhurst, NY 11373",QUEENS,40.7427717,-73.8796707,11373
Douglas Elliman,Co-op,875000,1,2,2184,New York,"750 Park Ave Apt 9BNew York, NY 10021",MANHATTAN,40.7710157,-73.9642556,10021
COMPASS,Condo,3000000,3,3,2100,Manhattan,"418 E 59th St # BManhattan, NY 10022",MANHATTAN,40.7590132,-73.9612618,10022
Morris Park Realty Group,Multi-family home,850000,3,2,2194,Bronx,"1626 Research AveBronx, NY 10465",MANHATTAN,40.8467388,-73.8189548,10465
Coldwell Banker Warburg,Townhouse,3595000,5,4,4675,New York,"549 W 149th StNew York, NY 10031",MANHATTAN,40.828721,-73.947403,10031
Realty Network Of N Y Corp,House,925000,3,2,2184,Woodside,"50-02 60th StWoodside, NY 11377",MANHATTAN,40.737003,-73.904942,11377
Keystone Realty USA Corp,House,799000,5,3,2184,Queens Village,"112-20 210th StQueens Village, NY 11429",MANHATTAN,40.7039425,-73.7459355,11429
Prime Realty,Pending,1399000,4,2,1800,Bayside,"35-12 213th StBayside, NY 11361",MANHATTAN,40.768361,-73.7747442,11361
East Coast REALTORS Inc,House,1880000,3,5,1920,Flushing,"143-40 Poplar AveFlushing, NY 11355",MANHATTAN,40.7492709,-73.8119666,11355
COMPASS,Co-op,375000,3,1,2184,Manhattan,"517 W 48th St Apt 2RWManhattan, NY 10036",MANHATTAN,40.764038,-73.993548,10036
Remax Edge,Co-op,269000,1,1,625,Brooklyn,"130 Bay Ridge Pkwy Apt 4HBrooklyn, NY 11209",BROOKLYN,40.632218,-74.0321902,11209
Realty Network Of N Y Corp,House,925000,3,2,2184,Woodside,"50-02 60th StWoodside, NY 11377",MANHATTAN,40.737003,-73.904942,11377
Keystone Realty USA Corp,House,799000,5,3,2184,Queens Village,"112-20 210th StQueens Village, NY 11429",MANHATTAN,40.7039425,-73.7459355,11429
Keller Williams Realty Greater Nassau,House,4500000,6,4,2184,Whitestone,"147-21 14th AveWhitestone, NY 11357",MANHATTAN,40.7880839,-73.8180817,11357
Fave Realty Inc,House,589000,3,2,1120,Brooklyn,"1316 Dumont AveBrooklyn, NY 11208",MANHATTAN,40.6697595,-73.8692311,11208
RE MAX Real Estate Professionals,Co-op,239000,1,1,700,Brooklyn,"1720 E 13th St Apt 1CBrooklyn, NY 11229",BROOKLYN,40.6073781,-73.9601827,11229
Century Homes Realty Group LLC,Co-op,385000,1,1,2184,Jackson Heights,"35-40 82nd St Unit 2AJackson Heights, NY 11372",QUEENS,40.7505242,-73.8847507,11372
Sotheby's International Realty,Condo,1000000,1,1,773,New York,"18 W 48th St Apt 9CNew York, NY 10036",MANHATTAN,40.7574596,-73.9793586,10036
COMPASS,Pending,2800000,5,4,3400,Brooklyn,"232 Argyle RdBrooklyn, NY 11218",MANHATTAN,40.6435168,-73.9669556,11218
All Area Brokerage Inc,Co-op,130000,3,1,2184,Jamaica,"87-15 165th St Unit 4BJamaica, NY 11432",QUEENS,40.7104509,-73.7982064,11432
DiTommaso Real Estate,Contingent,789888,4,2,1865,Staten Island,"600 Annadale RdStaten Island, NY 10312",MANHATTAN,40.5476973,-74.1752129,10312
EXP Realty,House,798000,3,2,760,Corona,"58-13 Waldron StCorona, NY 11368",MANHATTAN,40.7392555,-73.8523054,11368
Douglas Elliman,Co-op,495000,1,1,2184,New York,"54 E 1st St Apt 2CNew York, NY 10003",MANHATTAN,40.7238926,-73.9893733,10003
B Square Realty,Condo,555000,1,1,649,Fresh Meadows,"158-15 Union Tpke Unit 411NFresh Meadows, NY 11366",QUEENS,40.7206509,-73.808539,11366
Sotheby's International Realty,Co-op,1274000,3,2,2184,New York,"111 E 36th St # 5ABNew York, NY 10016",MANHATTAN,40.7482245,-73.9795398,10016
Prime Realty,Co-op,349000,2,1,2184,Kew Gardens,"83-75 118 St Unit 2IKew Gardens, NY 11415",QUEENS,40.7052273,-73.8336358,11415
Corcoran Park Slope,House,2500000,3,2,2184,Brooklyn,"1203 8th AveBrooklyn, NY 11215",MANHATTAN,40.6637132,-73.9806843,11215
Brown Harris Stevens,Pending,1250000,1,1,2184,Manhattan,"17 W 10th St Apt 3NManhattan, NY 10011",MANHATTAN,40.7340094,-73.9963862,10011
Brown Harris Stevens,Townhouse,2495000,8,8,5374,Bronx,"211 W 252nd St Unit TownhouseBronx, NY 10471",MANHATTAN,40.8980177,-73.8977004,10471
Exp Realty,Co-op,749900,3,1,830,New York,"51 W 106th St Apt 3DNew York, NY 10025",MANHATTAN,40.798921,-73.961553,10025
Jm Properties,House,1399900,4,4,3149,Staten Island,"292 Raritan AveStaten Island, NY 10305",MANHATTAN,40.5900537,-74.0906619,10305
"KMS Realty Group, Inc.",Condo,948888,2,2,950,Brooklyn,"115 96th St Apt 6ABrooklyn, NY 11209",BROOKLYN,40.6163216,-74.0374941,11209
Howard Hanna Coach Realtors,Pending,775000,4,2,1230,Bellerose,"92-19 241st StBellerose, NY 11426",MANHATTAN,40.7258337,-73.7268795,11426
American Dream Homes Realty Inc,House,475000,3,2,1280,Bronx,"912 Cranford AveBronx, NY 10466",MANHATTAN,40.9034885,-73.8435964,10466
COMPASS,Condo,2595000,3,3,1449,Manhattan,"200 E 94th St Apt 2610Manhattan, NY 10128",MANHATTAN,40.7833546,-73.9499982,10128
"Robert Defalco Realty, Inc.",Multi-family home,1199000,3,1,2726,Staten Island,"354 Buel AveStaten Island, NY 10305",MANHATTAN,40.5837427,-74.0909372,10305
COMPASS,Condo,750000,1,1,654,Brooklyn,"129 Meserole St Apt 3BBrooklyn, NY 11206",BROOKLYN,40.708157,-73.944452,11206
E House Realty & Mgt. Inc.,Condo,713000,2,2,1040,Brooklyn,"217 Bay 49th St Unit 3ABrooklyn, NY 11214",MANHATTAN,40.5855131,-73.9883977,11214
Charles Rutenberg Realty Inc,Co-op,300000,1,1,2184,Woodside,"64-09 39 Ave Unit 1Woodside, NY 11377",QUEENS,40.7464499,-73.89982,11377
COMPASS,Co-op,2695000,3,3,2184,Manhattan,"316 W 79th St Apt 7WManhattan, NY 10024",MANHATTAN,40.7843128,-73.9814804,10024
Keller Williams Realty Liberty,Co-op,450000,2,2,2184,Glen Oaks,"254-15 74 Ave Unit 1STGlen Oaks, NY 11004",QUEENS,40.7475547,-73.718359,11004
Corcoran West Side Gallery,Co-op,699000,1,1,2184,New York,"760 W End Ave Apt 6CNew York, NY 10025",MANHATTAN,40.7959993,-73.9723278,10025
"Garfield, Leslie J. & Co., Inc.",Townhouse,10950000,8,8,9555,New York,"350 W End AveNew York, NY 10024",MANHATTAN,40.7826176,-73.9820502,10024
Daniel Gale Sotheby's International Realty,Co-op,225000,1,1,2184,Floral Park,"269-10 Grand Central Pkwy Unit 9PFloral Park, NY 11005",MANHATTAN,40.7577974,-73.7159601,11005
Douglas Elliman,Condo,5925000,3,4,2539,Brooklyn,"30 Front St Unit 15ABrooklyn, NY 11201",BROOKLYN,40.7022,-73.990838,11201
Daniel Gale Sotheby's International Realty,Co-op,225000,1,1,2184,Floral Park,"269-10 Grand Central Pkwy Unit 9PFloral Park, NY 11005",MANHATTAN,40.7577974,-73.7159601,11005
Douglas Elliman,Condo,5925000,3,4,2539,Brooklyn,"30 Front St Unit 15ABrooklyn, NY 11201",BROOKLYN,40.7022,-73.990838,11201
Signature Premier Properties,Co-op,255000,1,1,2184,Little Neck,"245-18 62nd Ave Unit UpperLittle Neck, NY 11362",MANHATTAN,40.755562,-73.7316684,11362
Toscana Property LLC,Multi-family home,2500000,12,2,4140,Brooklyn,"1694 64th StBrooklyn, NY 11204",MANHATTAN,40.6210191,-73.9921739,11204
EXIT REALTY FIRST CHOICE,House,2095000,4,4,3223,Jamaica,"166-21 Goethals AveJamaica, NY 11432",MANHATTAN,40.7200361,-73.8007029,11432
"Nest Seekers International, Midtown",House,10250000,7,6,5200,New York,"1211 Park AveNew York, NY 10128",MANHATTAN,40.7854792,-73.9528586,10128
Corcoran Brooklyn Heights,Co-op,750000,1,1,2184,Brooklyn,"200 Congress St Apt 5DBrooklyn, NY 11201",BROOKLYN,40.6880273,-73.9950123,11201
Brown Harris Stevens,Townhouse,2999000,9,8,5560,Manhattan,"1937 Madison Ave Unit TownhouseManhattan, NY 10035",MANHATTAN,40.8052328,-73.9407352,10035
RE MAX Edge,Co-op,199000,3,1,650,Brooklyn,"207 Ocean Pkwy Ste 1HBrooklyn, NY 11218",BROOKLYN,40.6449836,-73.9738362,11218
E Realty International Corp,Multi-family home,1250000,7,3,1800,Brooklyn,"2528 West StBrooklyn, NY 11223",MANHATTAN,40.58761,-73.9698943,11223
Brown Harris Stevens,Co-op,2425000,2,2,1300,Manhattan,"50 E 10th St Apt 6BManhattan, NY 10003",MANHATTAN,40.731874,-73.9921379,10003
Houlihan Lawrence,Pending,205000,1,1,660,Corona,"5921 Calloway St Apt 2UCorona, NY 11368",QUEENS,40.7376662,-73.8566546,11368
Brown Harris Stevens,Co-op,2500000,5,6,3860,Manhattan,"870 United Nations Plaza Plz Units 37 & 38CManhattan, NY 10017",MANHATTAN,40.7524819,-73.9654633,10017
COMPASS,Co-op,3499000,6,8,6000,Manhattan,"190 E 72nd St Units 23C & 24ABCManhattan, NY 10021",MANHATTAN,40.7698703,-73.9611404,10021
Brown Harris Stevens,Co-op,649000,1,2,1000,Manhattan,"45 Sutton Pl S Apt 14GManhattan, NY 10022",MANHATTAN,40.7556274,-73.9614685,10022
Douglas Elliman,Pending,729000,2,1,2184,New York,"193 Bleecker St Apt 12BNew York, NY 10012",MANHATTAN,40.7293904,-74.0013331,10012
Instahomes Realty LLC,Multi-family home,998500,3,2,2184,Brooklyn,"929 Rogers AveBrooklyn, NY 11226",MANHATTAN,40.6476837,-73.9519338,11226
Exp Realty,Multi-family home,765000,4,2,1152,Bronx,"858 E 223rd StBronx, NY 10466",MANHATTAN,40.8847302,-73.8563591,10466
B Square Realty,Condo,599000,2,2,705,Jackson Heights,"37-32 89th St Unit 1BJackson Heights, NY 11372",QUEENS,40.7494499,-73.8778676,11372
Brown Harris Stevens,Condo,11500000,5,5,5276,Manhattan,"39 Lispenard St Unit 3RDFLOORManhattan, NY 10013",MANHATTAN,40.7198832,-74.0033836,10013
Douglas Elliman,Co-op,595000,1,2,2184,New York,"465 Park Ave Unit 9ENew York, NY 10022",MANHATTAN,40.761641,-73.9702246,10022
Brown Harris Stevens,Co-op,675000,1,1,2184,Manhattan,"1270 Fifth Ave Unit 12JManhattan, NY 10029",MANHATTAN,40.7957847,-73.9498024,10029
"Robert DeFalco Realty, Inc.",Multi-family home,949000,8,3,3500,Staten Island,"90 Fillmore StStaten Island, NY 10301",MANHATTAN,40.6445278,-74.0913961,10301
New Group Realty Inc,Condo,729000,2,2,950,Flushing,"149-06 Northern Blvd Unit 303Flushing, NY 11354",QUEENS,40.7650102,-73.8167757,11354
The Agency,Contingent,895000,2,1,520,New York,"321 W 82nd St Apt 8New York, NY 10024",MANHATTAN,40.7868879,-73.9805511,10024
Global Realty Center LLC,Multi-family home,2449000,3,2,3000,Bedford Stuyvesant,"46 Pulaski StBedford Stuyvesant, NY 11206",MANHATTAN,40.6921191,-73.9498754,11206
Moorstone Real Estate,Co-op,399999,2,1,2184,Kew Gardens,"83-80 118th St Unit 5EKew Gardens, NY 11415",QUEENS,40.7047878,-73.8344551,11415
Winzone Realty Inc,Co-op,397000,2,1,1000,Elmhurst,"84-20 51 Ave Unit 2BElmhurst, NY 11373",QUEENS,40.7381747,-73.8785246,11373
"Homes R Us Realty of NY, Inc.",Townhouse,950000,2,1,1800,Brooklyn,"219 26th StBrooklyn, NY 11232",MANHATTAN,40.6594527,-73.9975913,11232
Sotheby's International Realty,Condo,3995000,4,3,2578,New York,"171 W 57th St Apt 8CNew York, NY 10019",MANHATTAN,40.7655712,-73.979561,10019
"BEN BAY REALTY CO OF BAY RIDGE, LLC",Co-op,599000,1,1,780,Brooklyn,"8901 Shore Rd Apt 7EBrooklyn, NY 11209",BROOKLYN,40.6230753,-74.0403471,11209
Douglas Elliman,Condo,1999999,4,3,2729,New York,"50 Pine St Apt 2New York, NY 10005",MANHATTAN,40.7069134,-74.0085778,10005
Corcoran East Side,Co-op,3370000,2,2,2184,New York,"20 E 9th St # 14JNew York, NY 10003",MANHATTAN,40.7321377,-73.9947952,10003
"Garfield, Leslie J. & Co., Inc.",Townhouse,6995000,4,5,4187,Brooklyn,"92 Amity StBrooklyn, NY 11201",MANHATTAN,40.6894191,-73.9977098,11201
Maureen Folan R E Group Llc,House,1598000,4,4,2184,Flushing,"63-31 136 StFlushing, NY 11367",MANHATTAN,40.7392152,-73.8301205,11367
Tri State Han Mi Realty Inc,Condo,699000,2,2,1030,Flushing,"147-48 Roosevelt Ave Unit 2CFlushing, NY 11354",QUEENS,40.7627559,-73.8168695,11354
eXp Realty BKNY,Co-op,265000,3,1,650,Brooklyn,"3101 Ocean Pkwy Apt 6TBrooklyn, NY 11235",BROOKLYN,40.5757325,-73.9679335,11235
Bright Horizons Realty Inc,House,1699000,5,3,2488,Brooklyn,"134 Beaumont StBrooklyn, NY 11235",MANHATTAN,40.5786214,-73.9515728,11235
Maureen Folan R E Group Llc,Pending,1098000,4,4,2184,Bayside,"213-07 28th AveBayside, NY 11360",MANHATTAN,40.7770737,-73.7760771,11360
Elegran Real Estate And Development,Contingent,960000,1,1,834,Brooklyn,"133 Water St Apt 12DBrooklyn, NY 11201",BROOKLYN,40.7032891,-73.9891782,11201
REALHome Services & Solutions,Condo,1086300,2,1,780,New York,"203 W 81st St Apt 4ENew York, NY 10024",MANHATTAN,40.7847793,-73.9778528,10024
Lakeshore Realty International,Multi-family home,859000,6,4,2820,Bronx,"729 E 182nd StBronx, NY 10457",MANHATTAN,40.8500672,-73.885658,10457
KELLER WILLIAMS REALTY LANDMARK II,House,945000,2,2,2184,Middle Village,"69-05 65th DrMiddle Village, NY 11379",MANHATTAN,40.7154822,-73.8862242,11379
Corcoran Chelsea/Flatiron,Condo,549000,2,2,2184,Bronx,"247 MT Hope Pl Apt 1Bronx, NY 10457",BRONX,40.848222,-73.9043179,10457
Empire Home Sales Inc,Multi-family home,969999,6,4,2184,Bronx,"3710 Secor AveBronx, NY 10466",MANHATTAN,40.887362,-73.8321425,10466
Excell Choice Realty,House,1649000,8,3,2184,Brooklyn,"119 Fenimore StBrooklyn, NY 11225",MANHATTAN,40.658346,-73.9583816,11225
Corcoran Chelsea/Flatiron,Condo,2800000,2,2,1412,New York,"230 W 56th St Apt 62BNew York, NY 10019",MANHATTAN,40.7652485,-73.9824857,10019
Homedax Real Estate Llc,Co-op,449000,2,1,2184,New York,"123 E 88th St Apt 1ANew York, NY 10128",MANHATTAN,40.7810674,-73.954925,10128
Utopia Real Estate,Co-op,294500,1,1,2184,Jackson Heights,"35-45 81 St Unit C1Jackson Heights, NY 11372",QUEENS,40.7505078,-73.8851355,11372
Voro Llc,Multi-family home,990000,8,4,3120,Bronx,"842 Bryant AveBronx, NY 10474",MANHATTAN,40.8182411,-73.8863072,10474
